processo_numero;processo_ocorrencia
8043598321;Deslizamentos de Barreiras
8043597920;Não há Ocorrência para essa Solicitação
8043597718;Não há Ocorrência para essa Solicitação
8043596021;Não há Ocorrência para essa Solicitação
8043596021;Deslizamentos de Barreiras
8043595418;Não há Ocorrência para essa Solicitação
8043595418;Deslizamentos de Barreiras
8043594821;Tombamento de Arvores
8043593118;Não há Ocorrência para essa Solicitação
8043592717;Não há Ocorrência para essa Solicitação
8043592521;Deslizamentos de Barreiras
8043591918;Imoveis com Danos/Risco
8043589421;Deslizamentos de Barreiras
8043589418;Não há Ocorrência para essa Solicitação
8043587121;Tombamento de Arvores
8043587121;Deslizamentos de Barreiras
8043587118;Não há Ocorrência para essa Solicitação
8043585918;Desabamento Total Imoveis
8043584019;Não há Ocorrência para essa Solicitação
8043583820;Não há Ocorrência para essa Solicitação
8043583621;Imoveis com Danos/Risco
8043583618;Imoveis Alagados
8043581321;Deslizamentos de Barreiras
8043581318;Não há Ocorrência para essa Solicitação
8043581318;Deslizamentos de Barreiras
8043579921;Muro com Danos
8043579918;Não há Ocorrência para essa Solicitação
8043577621;Deslizamentos de Barreiras
8043577618;Não há Ocorrência para essa Solicitação
8043577618;Deslizamentos de Barreiras
8043575318;Deslizamentos de Barreiras
8043575318;Não há Ocorrência para essa Solicitação
8043573021;Deslizamentos de Barreiras
8043573018;Não há Ocorrência para essa Solicitação
8043572620;Não há Ocorrência para essa Solicitação
8043571821;Arvores em Risco
8043571818;Não há Ocorrência para essa Solicitação
8043571017;Arvores em Risco
8043569321;Arvores em Risco
8043569318;Não há Ocorrência para essa Solicitação
8043568920;Não há Ocorrência para essa Solicitação
8043567021;Deslizamentos de Barreiras
8043567021;Não há Ocorrência para essa Solicitação
8043566418;Imoveis com Danos/Risco
8043565821;Não há Ocorrência para essa Solicitação
8043563521;Não há Ocorrência para essa Solicitação
8043563518;Imoveis com Danos/Risco
8043561221;Deslizamentos de Barreiras
8043561221;Não há Ocorrência para essa Solicitação
8043561019;Não há Ocorrência para essa Solicitação
8043560820;Não há Ocorrência para essa Solicitação
8043559821;Deslizamentos de Barreiras
8043557521;Não há Ocorrência para essa Solicitação
8043554820;Não há Ocorrência para essa Solicitação
8043554621;Não há Ocorrência para essa Solicitação
8043554618;Não há Ocorrência para essa Solicitação
8043552321;Deslizamentos de Barreiras
8043552318;Não há Ocorrência para essa Solicitação
8043551920;Não há Ocorrência para essa Solicitação
8043550919;Arvores em Risco
8043550021;Deslizamentos de Barreiras
8043550018;Postes em Risco
8043550018;Deslizamentos de Barreiras
8043550018;Arvores em Risco
8043550018;Imoveis com Danos/Risco
8043549420;Não há Ocorrência para essa Solicitação
8043548621;Não há Ocorrência para essa Solicitação
8043548621;Deslizamentos de Barreiras
8043548621;Imoveis com Danos/Risco
8043547819;Não há Ocorrência para essa Solicitação
8043547018;Não há Ocorrência para essa Solicitação
8043546321;Não há Ocorrência para essa Solicitação
8043545718;Não há Ocorrência para essa Solicitação
8043544021;Deslizamentos de Barreiras
8043542821;Deslizamentos de Barreiras
8043542818;Não há Ocorrência para essa Solicitação
8043542017;Imoveis com Danos/Risco
8043540521;Imoveis com Danos/Risco
8043540521;Não há Ocorrência para essa Solicitação
8043540518;Não há Ocorrência para essa Solicitação
8043538021;Não há Ocorrência para essa Solicitação
8043538018;Não há Ocorrência para essa Solicitação
8043536821;Deslizamentos de Barreiras
8043536818;Não há Ocorrência para essa Solicitação
8043536020;Não há Ocorrência para essa Solicitação
8043534720;Não há Ocorrência para essa Solicitação
8043534521;Não há Ocorrência para essa Solicitação
8043534322;Arvores em Risco
8043533918;Não há Ocorrência para essa Solicitação
8043532420;Imoveis com Danos/Risco
8043532417;Não há Ocorrência para essa Solicitação
8043532221;Deslizamentos de Barreiras
8043532019;Arvores em Risco
8043530021;Não há Ocorrência para essa Solicitação
8043529320;Não há Ocorrência para essa Solicitação
8043529118;Não há Ocorrência para essa Solicitação
8043528521;Não há Ocorrência para essa Solicitação
8043526616;Não há Ocorrência para essa Solicitação
8043526420;Não há Ocorrência para essa Solicitação
8043526221;Imoveis com Danos/Risco
8043524021;Deslizamentos de Barreiras
8043524021;Não há Ocorrência para essa Solicitação
8043522721;Não há Ocorrência para essa Solicitação
8043520421;Não há Ocorrência para essa Solicitação
8043519817;Muro com Danos
8043519419;Arvores em Risco
8043518120;Imoveis com Danos/Risco
8043518021;Deslizamentos de Barreiras
8043517318;Não há Ocorrência para essa Solicitação
8043516721;Muro com Danos
8043515220;Imoveis com Danos/Risco
8043513821;Deslizamentos de Barreiras
8043513821;Não há Ocorrência para essa Solicitação
8043513020;Não há Ocorrência para essa Solicitação
8043511720;Não há Ocorrência para essa Solicitação
8043511521;Muro com Danos
8043511521;Deslizamentos de Barreiras
8043510017;Não há Ocorrência para essa Solicitação
8043509220;Não há Ocorrência para essa Solicitação
8043509021;Arvores em Risco
8043507821;Não há Ocorrência para essa Solicitação
8043507020;Arvores em Risco
8043505521;Deslizamentos de Barreiras
8043505521;Arvores em Risco
8043503420;Não há Ocorrência para essa Solicitação
8043503221;Deslizamentos de Barreiras
8043501021;Não há Ocorrência para essa Solicitação
8043501021;Deslizamentos de Barreiras
8043498921;Postes em Risco
8043498921;Deslizamentos de Barreiras
8043496621;Deslizamentos de Barreiras
8043494321;Deslizamentos de Barreiras
8043494321;Desabamento Parcial Imoveis
8043492021;Não há Ocorrência para essa Solicitação
8043490821;Deslizamentos de Barreiras
8043490818;Não há Ocorrência para essa Solicitação
8043489819;Não há Ocorrência para essa Solicitação
8043488321;Deslizamentos de Barreiras
8043486021;Não há Ocorrência para essa Solicitação
8043484821;Deslizamentos de Barreiras
8043482521;Deslizamentos de Barreiras
8043482521;Não há Ocorrência para essa Solicitação
8043480221;Imoveis com Danos/Risco
8043478821;Arvores em Risco
8043478116;Não há Ocorrência para essa Solicitação
8043476521;Arvores em Risco
8043474221;Deslizamentos de Barreiras
8043474221;Não há Ocorrência para essa Solicitação
8043472021;Deslizamentos de Barreiras
8043470721;Deslizamentos de Barreiras
8043468417;Imoveis com Danos/Risco
8043468221;Deslizamentos de Barreiras
8043466021;Tombamento de Arvores
8043464721;Não há Ocorrência para essa Solicitação
8043462421;Não há Ocorrência para essa Solicitação
8043461020;Imoveis com Danos/Risco
8043460121;Deslizamentos de Barreiras
8043458920;Não há Ocorrência para essa Solicitação
8043457021;Deslizamentos de Barreiras
8043455821;Deslizamentos de Barreiras
8043455821;Não há Ocorrência para essa Solicitação
8043455619;Não há Ocorrência para essa Solicitação
8043455020;Não há Ocorrência para essa Solicitação
8043453521;Deslizamentos de Barreiras
8043451420;Não há Ocorrência para essa Solicitação
8043451221;Muro com Danos
8043449821;Tombamento de Arvores
8043449020;Não há Ocorrência para essa Solicitação
8043447720;Desabamento Parcial Imoveis
8043447720;Deslizamentos de Barreiras
8043447521;Deslizamentos de Barreiras
8043447521;Não há Ocorrência para essa Solicitação
8043445221;Deslizamentos de Barreiras
8043444820;Não há Ocorrência para essa Solicitação
8043443021;Deslizamentos de Barreiras
8043443021;Desabamento Parcial Imoveis
8043443018;Não há Ocorrência para essa Solicitação
8043439221;Deslizamentos de Barreiras
8043438820;Deslizamentos de Barreiras
8043438618;Não há Ocorrência para essa Solicitação
8043437021;Não há Ocorrência para essa Solicitação
8043435920;Não há Ocorrência para essa Solicitação
8043435721;Deslizamentos de Barreiras
8043433620;Não há Ocorrência para essa Solicitação
8043431320;Não há Ocorrência para essa Solicitação
8043430521;Deslizamentos de Barreiras
8043430521;Desabamento Parcial Imoveis
8043428021;Não há Ocorrência para essa Solicitação
8043427617;Não há Ocorrência para essa Solicitação
8043424521;Imoveis com Danos/Risco
8043424518;Não há Ocorrência para essa Solicitação
8043423020;Não há Ocorrência para essa Solicitação
8043422221;Não há Ocorrência para essa Solicitação
8043420822;Não há Ocorrência para essa Solicitação
8043419320;Não há Ocorrência para essa Solicitação
8043419121;Deslizamentos de Barreiras
8043417921;Deslizamentos de Barreiras
8043417020;Arvores em Risco
8043417020;Imoveis com Danos/Risco
8043415621;Deslizamentos de Barreiras
8043413321;Deslizamentos de Barreiras
8043411217;Não há Ocorrência para essa Solicitação
8043411021;Deslizamentos de Barreiras
8043409621;Imoveis com Danos/Risco
8043407321;Deslizamentos de Barreiras
8043405021;Deslizamentos de Barreiras
8043403821;Deslizamentos de Barreiras
8043402516;Deslizamentos de Barreiras
8043400921;Imoveis com Danos/Risco
8043400921;Deslizamentos de Barreiras
8043399220;Deslizamentos de Barreiras
8043399018;Imoveis com Danos/Risco
8043398222;Não há Ocorrência para essa Solicitação
8043395720;Não há Ocorrência para essa Solicitação
8043395521;Deslizamentos de Barreiras
8043393221;Deslizamentos de Barreiras
8043393022;Deslizamentos de Barreiras
8043391120;Não há Ocorrência para essa Solicitação
8043390321;Deslizamentos de Barreiras
8043388020;Imoveis com Danos/Risco
8043387221;Imoveis com Danos/Risco
8043387221;Deslizamentos de Barreiras
8043386820;Não há Ocorrência para essa Solicitação
8043385117;Não há Ocorrência para essa Solicitação
8043385021;Deslizamentos de Barreiras
8043383920;Deslizamentos de Barreiras
8043383721;Imoveis com Danos/Risco
8043383522;Não há Ocorrência para essa Solicitação
8043382217;Deslizamentos de Barreiras
8043382018;Deslizamentos de Barreiras
8043381620;Não há Ocorrência para essa Solicitação
8043381421;Deslizamentos de Barreiras
8043378520;Não há Ocorrência para essa Solicitação
8043376220;Muro com Danos
8043375421;Deslizamentos de Barreiras
8043375421;Imoveis com Danos/Risco
8043374622;Não há Ocorrência para essa Solicitação
8043371921;Desabamento Parcial Imoveis
8043371020;Não há Ocorrência para essa Solicitação
8043369421;Imoveis com Danos/Risco
8043367320;Muro com Danos
8043367121;Deslizamentos de Barreiras
8043365020;Não há Ocorrência para essa Solicitação
8043364221;Não há Ocorrência para essa Solicitação
8043363820;Não há Ocorrência para essa Solicitação
8043361321;Deslizamentos de Barreiras
8043359921;Não há Ocorrência para essa Solicitação
8043358420;Deslizamentos de Barreiras
8043356822;Não há Ocorrência para essa Solicitação
8043356021;Deslizamentos de Barreiras
8043354721;Deslizamentos de Barreiras
8043354721;Imoveis com Danos/Risco
8043353220;Não há Ocorrência para essa Solicitação
8043352421;Arvores em Risco
8043352421;Deslizamentos de Barreiras
8043351020;Não há Ocorrência para essa Solicitação
8043350121;Deslizamentos de Barreiras
8043349517;Imoveis com Danos/Risco
8043348920;Não há Ocorrência para essa Solicitação
8043348721;Desabamento Parcial Imoveis
8043348721;Imoveis com Danos/Risco
8043346421;Deslizamentos de Barreiras
8043344121;Deslizamentos de Barreiras
8043343720;Imoveis com Danos/Risco
8043343720;Arvores em Risco
8043343319;Não há Ocorrência para essa Solicitação
8043342921;Deslizamentos de Barreiras
8043340621;Deslizamentos de Barreiras
8043340618;Não há Ocorrência para essa Solicitação
8043338121;Não há Ocorrência para essa Solicitação
8043336921;Deslizamentos de Barreiras
8043336020;Não há Ocorrência para essa Solicitação
8043333819;Não há Ocorrência para essa Solicitação
8043332520;Não há Ocorrência para essa Solicitação
8043332321;Deslizamentos de Barreiras
8043330220;Deslizamentos de Barreiras
8043329221;Deslizamentos de Barreiras
8043328817;Não há Ocorrência para essa Solicitação
8043327316;Imoveis com Danos/Risco
8043327120;Não há Ocorrência para essa Solicitação
8043327021;Imoveis Alagados
8043327021;Imoveis com Danos/Risco
8043327021;Elevacao do Nivel do Rio
8043325920;Não há Ocorrência para essa Solicitação
8043325718;Não há Ocorrência para essa Solicitação
8043324416;Não há Ocorrência para essa Solicitação
8043324416;Deslizamentos de Barreiras
8043324021;Deslizamentos de Barreiras
8043323620;Não há Ocorrência para essa Solicitação
8043321320;Não há Ocorrência para essa Solicitação
8043321121;Deslizamentos de Barreiras
8043319920;Não há Ocorrência para essa Solicitação
8043318416;Deslizamentos de Barreiras
8043318021;Deslizamentos de Barreiras
8043317620;Não há Ocorrência para essa Solicitação
8043316821;Deslizamentos de Barreiras
8043312616;Não há Ocorrência para essa Solicitação
8043312420;Imoveis com Danos/Risco
8043312221;Deslizamentos de Barreiras
8043310021;Imoveis com Danos/Risco
8043310021;Arvores em Risco
8043310021;Deslizamentos de Barreiras
8043308521;Desabamento Parcial Imoveis
8043306420;Não há Ocorrência para essa Solicitação
8043306221;Elevacao do Nivel do Rio
8043306221;Alagamentos
8043305422;Não há Ocorrência para essa Solicitação
8043304120;Não há Ocorrência para essa Solicitação
8043304120;Deslizamentos de Barreiras
8043304021;Deslizamentos de Barreiras
8043302721;Elevacao do Nivel do Rio
8043302721;Alagamentos
8043300421;Deslizamentos de Barreiras
8043300418;Não há Ocorrência para essa Solicitação
